ARG_Name	ARG	AMR_category	AMR_sub_class	Resistance_mechanism
ANT(6)-IB	ANT(6)-Ib	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
ANT(9)-I	ant(9)-I	aminoglycoside	aminoglycoside antibiotic	-
ANT(9)-IA	ANT(9)-Ia	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
ANTIBIOTIC_RESISTANCE_RRNA_ADENINE_METHYLTRANSFERASE	antibiotic_resistance_rRNA_adenine_methyltransferase	unclassified	unclassified	-
APH(2'')-IE	APH(2'')-Ie	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(2'')-IE	aph(2'')-Ie	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(2'')-IF	APH(2'')-If	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(2'')-IG	APH(2'')-Ig	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(2'')-II	aph(2'')-II	aminoglycoside	aminoglycoside antibiotic	-
APH(2'')-IIA	APH(2'')-IIa	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(2'')-III	aph(2'')-III	aminoglycoside	aminoglycoside antibiotic	-
APH(2'')-IIIA	APH(2'')-IIIa	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(2'')-IV	aph(2'')-IV	aminoglycoside	aminoglycoside antibiotic	-
APH(2'')-IVA	APH(2'')-IVa	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3''')-III	aph(3''')-III	aminoglycoside	aminoglycoside antibiotic	-
APH(3'')-I	aph(3'')-I	aminoglycoside	aminoglycoside antibiotic	-
APH(3'')-IA	APH(3'')-Ia	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3'')-IB	APH(3'')-Ib	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3'')-IC	APH(3'')-Ic	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3'')-IV	aph(3'')-IV	aminoglycoside	aminoglycoside antibiotic	-
APH(3')-I	aph(3')-I	aminoglycoside	aminoglycoside antibiotic	-
APH(3')-IA	APH(3')-Ia	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-IB	APH(3')-Ib	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-IIA	APH(3')-IIa	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-IIB	aph(3')-IIb	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-IIB	APH(3')-IIb	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-IIC	APH(3')-IIc	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-IIIA	APH(3')-IIIa	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-IVA	APH(3')-IVa	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-IX	APH(3')-IX	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-V	aph(3')-V	aminoglycoside	aminoglycoside antibiotic	-
APH(3')-VA	APH(3')-Va	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-VB	APH(3')-Vb	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-VC	APH(3')-Vc	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-VI	APH(3')-VI	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-VIA	APH(3')-VIa	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-VII	aph(3')-VII	aminoglycoside	aminoglycoside antibiotic	-
APH(3')-VIIA	APH(3')-VIIa	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-VIII	APH(3')-VIII	aminoglycoside	aminoglycoside antibiotic	-
APH(3')-VIIIA	APH(3')-VIIIa	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(3')-VIIIB	APH(3')-VIIIb	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(4)-I	aph(4)-I	aminoglycoside	aminoglycoside antibiotic	-
APH(4)-IA	APH(4)-Ia	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(4)-IB	APH(4)-Ib	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(6)-I	aph(6)-I	aminoglycoside	aminoglycoside antibiotic	-
APH(6)-IA	APH(6)-Ia	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(6)-IB	APH(6)-Ib	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(6)-IC	APH(6)-Ic	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(6)-ID	APH(6)-Id	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(7'')-IA	APH(7'')-Ia	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(9)-IA	APH(9)-Ia	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APH(9)-IB	APH(9)-Ib	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APHA15	aphA15	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
APMA	apmA	aminoglycoside	aminoglycoside antibiotic	antibiotic inactivation
AQU-1	AQU-1	beta-lactam	cephalosporin	antibiotic inactivation
AQU-2	AQU-2	beta-lactam	cephalosporin	antibiotic inactivation
AQU-3	AQU-3	beta-lactam	cephalosporin	antibiotic inactivation
ARL-1	ARL-1	beta-lactam	penam	antibiotic inactivation
ARL-2	ARL-2	beta-lactam	penam	antibiotic inactivation
ARL-3	ARL-3	beta-lactam	penam	antibiotic inactivation
ARL-4	ARL-4	beta-lactam	penam	antibiotic inactivation
ARL-5	ARL-5	beta-lactam	penam	antibiotic inactivation
ARL-6	ARL-6	beta-lactam	penam	antibiotic inactivation
ARLR	arlR	multidrug	acridine dye;fluoroquinolone antibiotic	antibiotic efflux
ARLS	arlS	multidrug	acridine dye;fluoroquinolone antibiotic	antibiotic efflux
ARMA	armA	aminoglycoside	aminoglycoside antibiotic	antibiotic target alteration
ARMR	ArmR	multidrug	aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux
ARNA	arnA	polymyxin	peptide antibiotic	antibiotic target alteration
ARNA	arnA	peptide	peptide antibiotic	antibiotic target alteration
ARR-1	arr-1	rifamycin	rifamycin antibiotic	antibiotic inactivation
ARR-2	arr-2	rifamycin	rifamycin antibiotic	antibiotic inactivation
ARR-3	arr-3	rifamycin	rifamycin antibiotic	antibiotic inactivation
ARR-4	arr-4	rifamycin	rifamycin antibiotic	antibiotic inactivation
ARR-5	arr-5	rifamycin	rifamycin antibiotic	antibiotic inactivation
ARR-7	arr-7	rifamycin	rifamycin antibiotic	antibiotic inactivation
ARR-8	arr-8	rifamycin	rifamycin antibiotic	antibiotic inactivation
AST-1	AST-1	beta-lactam	cephalosporin;penam	antibiotic inactivation
AXYX	AxyX	multidrug	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	antibiotic efflux
AXYY	AxyY	multidrug	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	antibiotic efflux
AXYZ	AxyZ	multidrug	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	antibiotic efflux;antibiotic target alteration
BACA	bacA	bacitracin	peptide antibiotic	antibiotic target alteration
BACILLUS CLAUSII CHLORAMPHENICOL ACETYLTRANSFERASE	Bacillus clausii chloramphenicol acetyltransferase	phenicol	phenicol antibiotic	antibiotic inactivation
BACILLUS PUMILUS CAT86	Bacillus pumilus cat86	phenicol	phenicol antibiotic	antibiotic inactivation
BACILLUS SUBTILIS MPRF	Bacillus subtilis mprF	peptide	peptide antibiotic	antibiotic target alteration
BACILLUS SUBTILIS PGSA WITH MUTATION CONFERRING RESISTANCE TO DAPTOMYCIN	Bacillus subtilis pgsA with mutation conferring resistance to daptomycin	peptide	peptide antibiotic	antibiotic target alteration
BACILLUS_CLUSTER_A_INTRINSIC_MPH	Bacillus_Cluster_A_intrinsic_mph	MLS	macrolide	antibiotic inactivation
BACILLUS_CLUSTER_B_INTRINSIC_MPH	Bacillus_Cluster_B_intrinsic_mph	MLS	macrolide	antibiotic inactivation
BACILLUS_SUBTILIS_MPRF	Bacillus_subtilis_mprF	peptide	peptide antibiotic	antibiotic target alteration
BACTERIAL_REGULATORY_PROTEIN_LUXR	bacterial_regulatory_protein_LuxR	unclassified	unclassified	-
BAER	baeR	aminoglycoside:aminocoumarin	aminocoumarin antibiotic;aminoglycoside antibiotic	antibiotic efflux
BAES	baeS	aminoglycoside:aminocoumarin	aminocoumarin antibiotic;aminoglycoside antibiotic	antibiotic efflux
BAHA	BahA	peptide	peptide antibiotic	antibiotic inactivation
BARTONELLA BACILLIFORMIS GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
BARTONELLA BACILLIFORMIS GYRB CONFERRING RESISTANCE TO AMINOCOUMARIN	Bartonella bacilliformis gyrB conferring resistance to aminocoumarin	aminocoumarin	aminocoumarin antibiotic	antibiotic target alteration
BASR	basR	peptide	peptide antibiotic	antibiotic efflux;antibiotic target alteration
BASS	basS	peptide	peptide antibiotic	antibiotic efflux;antibiotic target alteration
BAT-1	BAT-1	beta-lactam	cephalosporin	antibiotic inactivation
BCI	BcI	beta-lactam	cephalosporin;penam	antibiotic inactivation
BCII	BcII	beta-lactam	cephalosporin;penam	antibiotic inactivation
BCL-1	BCL-1	beta-lactam	penam	antibiotic inactivation
BCR-1	bcr-1	bicyclomycin	bicyclomycin	antibiotic efflux
BCRA	bcrA	bacitracin	peptide antibiotic	antibiotic efflux
BCRB	bcrB	peptide	peptide antibiotic	antibiotic efflux
BCRC	bcrC	bacitracin	peptide antibiotic	antibiotic target alteration
BEL-1	BEL-1	beta-lactam	cephalosporin;monobactam;penam	antibiotic inactivation
BEL-2	BEL-2	beta-lactam	cephalosporin;monobactam;penam	antibiotic inactivation
BEL-3	BEL-3	beta-lactam	cephalosporin;monobactam;penam	antibiotic inactivation
BES-1	BES-1	beta-lactam	penam	antibiotic inactivation
BIC-1	BIC-1	beta-lactam	carbapenem	antibiotic inactivation
BICYCLOMYCIN-MULTIDRUG_EFFLUX_PROTEIN_BCR	bicyclomycin-multidrug_efflux_protein_bcr	multidrug	bicyclomycin	antibiotic efflux
BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	multidrug	peptide antibiotic;rifamycin antibiotic	antibiotic target alteration;antibiotic target replacement
BIFIDOBACTERIUM ILES CONFERRING RESISTANCE TO MUPIROCIN	Bifidobacterium ileS conferring resistance to mupirocin	mupirocin	mupirocin	antibiotic target alteration
BIFUNCTIONAL_AMINOGLYCOSIDE_N-ACETYLTRANSFERASE_AND_AMINOGLYCOSIDE_PHOSPHOTRANSFERASE	bifunctional_aminoglycoside_N-acetyltransferase_and_aminoglycoside_phosphotransferase	aminoglycoside	aminoglycoside antibiotic	-
BIL-1	BIL-1	beta-lactam	cephalosporin	antibiotic inactivation
BJP-1	BJP-1	beta-lactam	carbapenem	antibiotic inactivation
BKC-1	BKC-1	beta-lactam	carbapenem	antibiotic inactivation
BLA1	Bla1	beta-lactam	penam	antibiotic inactivation
BLA2	Bla2	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
BLAB	blaB	beta-lactam	carbapenem;penam	antibiotic inactivation
BLAF	blaF	beta-lactam	penam	antibiotic inactivation
BLAI	blaI	beta-lactam	penam	antibiotic inactivation
BLAR1	blaR1	beta-lactam	penam	antibiotic inactivation
BLAZ	blaZ	beta-lactam	penam	antibiotic inactivation
BLEO	bleO	glycopeptide	glycopeptide antibiotic	-
BLEOMYCIN_RESISTANCE_PROTEIN	bleomycin_resistance_protein	glycopeptide	glycopeptide antibiotic	-
BLT	blt	multidrug	acridine dye;fluoroquinolone antibiotic	antibiotic efflux
BMR	bmr	multidrug	acridine dye;fluoroquinolone antibiotic;nucleoside antibiotic;phenicol antibiotic	antibiotic efflux
BORRELIELLA BURGDORFERI 16S RRNA MUTATION CONFERRING RESISTANCE TO GENTAMICIN	Borreliella burgdorferi 16S rRNA mutation conferring resistance to gentamicin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
BORRELIELLA BURGDORFERI 16S RRNA MUTATION CONFERRING RESISTANCE TO KANAMYCIN	Borreliella burgdorferi 16S rRNA mutation conferring resistance to kanamycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
BORRELIELLA BURGDORFERI 16S RRNA MUTATION CONFERRING RESISTANCE TO SPECTINOMYCIN	Borreliella burgdorferi 16S rRNA mutation conferring resistance to spectinomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
BORRELIELLA BURGDORFERI MURA WITH MUTATION CONFERRING RESISTANCE TO FOSFOMYCIN	Borreliella burgdorferi murA with mutation conferring resistance to fosfomycin	fosfomycin	fosfomycin	antibiotic target alteration
BPEE	bpeE	multidrug	multidrug (unclassified)	-
BPEF	bpeF	multidrug	multidrug (unclassified)	-
BPU-1	BPU-1	beta-lactam	penam	antibiotic inactivation
BRACHYSPIRA HYODYSENTERIAE 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO TYLOSIN	Brachyspira hyodysenteriae 23S rRNA with mutation conferring resistance to tylosin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
BRO-1	BRO-1	beta-lactam	penam	antibiotic inactivation
BRO-2	BRO-2	beta-lactam	penam	antibiotic inactivation
BRP(MBL)	BRP(MBL)	glycopeptide	glycopeptide antibiotic	antibiotic inactivation
BRUCELLA SUIS MPRF	Brucella suis mprF	peptide	peptide antibiotic	antibiotic target alteration
BRUCELLA_SUIS_MPRF	Brucella_suis_mprF	peptide	peptide antibiotic	-
BURKHOLDERIA DOLOSA GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Burkholderia dolosa gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
BURKHOLDERIA PSEUDOMALLEI OMP38	Burkholderia pseudomallei Omp38	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic
BURKHOLDERIA_PSEUDOMALLEI_OMP38	Burkholderia_pseudomallei_Omp38	beta-lactam	cephamycin;cephalosporin;monobactam;penam;carbapenem;penem	reduced permeability to antibiotic
BUT-1	BUT-1	beta-lactam	cephalosporin	antibiotic inactivation
CAM-1	CAM-1	beta-lactam	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
CAMP-REGULATORY_PROTEIN	cAMP-regulatory_protein	unclassified	unclassified	-
CAMPYLOBACTER COLI CHLORAMPHENICOL ACETYLTRANSFERASE	Campylobacter coli chloramphenicol acetyltransferase	phenicol	phenicol antibiotic	antibiotic inactivation
CAMPYLOBACTER JEJUNI 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO ERYTHROMYCIN	Campylobacter jejuni 23S rRNA with mutation conferring resistance to erythromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
CAMPYLOBACTER JEJUNI GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Campylobacter jejuni gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
CAPNOCYTOPHAGA GINGIVALIS GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Capnocytophaga gingivalis gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
CARA	carA	multidrug	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection
CARB-1	CARB-1	beta-lactam	penam	antibiotic inactivation
CARB-10	CARB-10	beta-lactam	penam	antibiotic inactivation
CARB-12	CARB-12	beta-lactam	penam	antibiotic inactivation
CARB-14	CARB-14	beta-lactam	penam	antibiotic inactivation
CARB-16	CARB-16	beta-lactam	penam	antibiotic inactivation
CARB-17	CARB-17	beta-lactam	penam	antibiotic inactivation
CARB-18	CARB-18	beta-lactam	penam	antibiotic inactivation
CARB-19	CARB-19	beta-lactam	penam	antibiotic inactivation
CARB-2	CARB-2	beta-lactam	penam	antibiotic inactivation
CARB-20	CARB-20	beta-lactam	penam	antibiotic inactivation
CARB-21	CARB-21	beta-lactam	penam	antibiotic inactivation
CARB-22	CARB-22	beta-lactam	penam	antibiotic inactivation
CARB-23	CARB-23	beta-lactam	penam	antibiotic inactivation
CARB-3	CARB-3	beta-lactam	penam	antibiotic inactivation
CARB-4	CARB-4	beta-lactam	penam	antibiotic inactivation
CARB-5	CARB-5	beta-lactam	penam	antibiotic inactivation
CARB-6	CARB-6	beta-lactam	penam	antibiotic inactivation
CARB-7	CARB-7	beta-lactam	penam	antibiotic inactivation
CARB-8	CARB-8	beta-lactam	penam	antibiotic inactivation
CARB-9	CARB-9	beta-lactam	penam	antibiotic inactivation
CARO	carO	beta-lactam	carbapenem	reduced permeability to antibiotic;resistance by absence
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE	cat_chloramphenicol_acetyltransferase	phenicol	phenicol antibiotic	-
CATA	catA	phenicol	phenicol antibiotic	-
CATA4	catA4	phenicol	phenicol antibiotic	antibiotic inactivation
CATA8	catA8	phenicol	phenicol antibiotic	antibiotic inactivation
CATB	catB	phenicol	phenicol antibiotic	-
CATB10	catB10	phenicol	phenicol antibiotic	antibiotic inactivation
CATB11	catB11	phenicol	phenicol antibiotic	antibiotic inactivation
CATB2	catB2	phenicol	phenicol antibiotic	antibiotic inactivation
CATB3	catB3	phenicol	phenicol antibiotic	antibiotic inactivation
CATB8	catB8	phenicol	phenicol antibiotic	antibiotic inactivation
CATB9	catB9	phenicol	phenicol antibiotic	antibiotic inactivation
CATD	catD	phenicol	phenicol antibiotic	-
CATI	catI	phenicol	phenicol antibiotic	antibiotic inactivation
CATII	catII	phenicol	phenicol antibiotic	antibiotic inactivation
CATII FROM ESCHERICHIA COLI K-12	catII from Escherichia coli K-12	phenicol	phenicol antibiotic	antibiotic inactivation
CATIII	catIII	phenicol	phenicol antibiotic	antibiotic inactivation
CATP	catP	phenicol	phenicol antibiotic	antibiotic inactivation
CATQ	catQ	phenicol	phenicol antibiotic	antibiotic inactivation
CATS	catS	phenicol	phenicol antibiotic	antibiotic inactivation
CATU	CatU	phenicol	phenicol antibiotic	antibiotic inactivation
CATV	catV	phenicol	phenicol antibiotic	antibiotic inactivation
CAU-1	CAU-1	beta-lactam	carbapenem;penam	antibiotic inactivation
CAZ-2	CAZ-2	beta-lactam	penam;cephalosporin;penem;monobactam	antibiotic inactivation
CAZ-6	CAZ-6	beta-lactam	penam;cephalosporin;penem;monobactam	antibiotic inactivation
CAZ-7	CAZ-7	beta-lactam	penam;cephalosporin;penem;monobactam	antibiotic inactivation
CBLA-1	CblA-1	beta-lactam	cephalosporin	antibiotic inactivation
CBP-1	CBP-1	beta-lactam	penam	antibiotic inactivation
CCRA	CcrA	beta-lactam	carbapenem	antibiotic inactivation
CCRA	ccrA	beta-lactam	carbapenem	antibiotic inactivation
CDEA	cdeA	multidrug	acridine dye;fluoroquinolone antibiotic	antibiotic efflux
CEOA	ceoA	multidrug	aminoglycoside antibiotic;fluoroquinolone antibiotic	antibiotic efflux
CEOB	ceoB	multidrug	aminoglycoside antibiotic;fluoroquinolone antibiotic	antibiotic efflux
CEPA	cepA	beta-lactam	cephalosporin	antibiotic inactivation
CEPHALOSPORINASE_DHA-2	cephalosporinase_DHA-2	beta-lactam	cephamycin;cephalosporin	antibiotic inactivation
CEPS	CepS	beta-lactam	cephalosporin	antibiotic inactivation
CFE-1	CFE-1	beta-lactam	cephamycin	antibiotic inactivation
CFE-2	CFE-2	beta-lactam	cephamycin	antibiotic inactivation
CFR(B)	cfr(B)	multidrug	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic	antibiotic target alteration
CFRA	cfrA	multidrug	lincosamide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
CFRC	cfrC	phenicol	phenicol antibiotic	antibiotic target alteration
CFXA	CfxA	beta-lactam	cephamycin	antibiotic inactivation
CFXA2	CfxA2	beta-lactam	cephamycin	antibiotic inactivation
CFXA3	CfxA3	beta-lactam	cephamycin	antibiotic inactivation
CFXA4	CfxA4	beta-lactam	cephamycin	antibiotic inactivation
CFXA5	CfxA5	beta-lactam	cephamycin	antibiotic inactivation
CFXA6	CfxA6	beta-lactam	cephamycin	antibiotic inactivation
CGA-1	CGA-1	beta-lactam	penam	antibiotic inactivation
CGB-1	CGB-1	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
CHLAMYDIA TRACHOMATIS 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO MACROLIDE ANTIBIOTICS	Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
CHLAMYDIA TRACHOMATIS INTRINSIC MURA CONFERRING RESISTANCE TO FOSFOMYCIN	Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin	fosfomycin	fosfomycin	antibiotic target alteration
CHLAMYDOMONAS REINHARDTII 16S RRNA (RRNS) MUTATION CONFERRING RESISTANCE TO STREPTOMYCIN	Chlamydomonas reinhardtii 16S rRNA (rrnS) mutation conferring resistance to streptomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
CHLAMYDOMONAS REINHARDTII 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO ERYTHROMYCIN	Chlamydomonas reinhardtii 23S rRNA with mutation conferring resistance to erythromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
